customer_id,full_name,segment,total_spend,total_orders,return_count,total_revenue,gross_revenue,return_amount,avg_order_value,first_purchase,last_purchase,days_since_last_purchase,customer_tenure_months,purchase_frequency,customer_lifetime_value,customer_segment_score,recency_score,frequency_score,monetary_score
CUS-00000311,Jessica Martinez,Silver,21875.8,10,0,33787.59,33787.59,0.0,3378.7589999999996,2022-02-06,2024-06-29,592,36,0.2777778,11262.529999999999,3.25,1,4,5
CUS-00000854,Patricia Miller,Silver,27754.24,5,0,8638.710000000001,8638.710000000001,0.0,1727.7420000000002,2022-06-17,2024-06-06,615,28,0.17857143,3702.304285714286,2.90,1,3,5
CUS-00000573,Christopher Miller,Silver,4504.52,5,0,7188.68,7188.68,0.0,1437.736,2022-03-25,2024-06-17,604,82,0.06097561,1052.0019512195122,2.90,1,3,5
CUS-00000516,Thomas Rodriguez,Platinum,41547.35,2,0,7316.950000000001,7316.950000000001,0.0,3658.4750000000004,2024-04-22,2024-10-18,481,94,0.021276595,934.0787234042555,2.55,1,2,5
CUS-00000384,Karen Chen,Silver,2714.38,4,0,5248.22,5248.22,0.0,1312.055,2022-06-21,2024-10-16,483,67,0.05970149,939.9797014925373,2.90,1,3,5
CUS-00000646,James Rodriguez,Platinum,5834.66,5,0,25238.95,25238.95,0.0,5047.79,2022-01-06,2024-09-06,523,76,0.065789476,3985.097368421053,2.90,1,3,5
CUS-00000636,Emma Smith,Platinum,13621.0,5,1,7774.79,11636.85,-3862.0600000000004,1554.958,2022-06-11,2024-03-06,707,33,0.15151516,2827.1963636363635,2.90,1,3,5
CUS-00000393,Susan Dubois,gold,5216.76,5,1,6762.21,12364.439999999999,-5602.2300000000005,1352.442,2022-03-25,2024-05-23,629,28,0.17857143,2898.09,2.90,1,3,5
CUS-00000402,Barbara Rodriguez,Platinum,49585.19,4,0,17632.27,17632.27,0.0,4408.0675,2022-05-28,2024-10-24,475,72,0.055555556,2938.7116666666666,2.90,1,3,5
CUS-00000698,Robert Silva,Bronze,42726.66,2,0,8106.3,8106.3,0.0,4053.15,2022-02-05,2022-08-24,1267,25,0.08,3891.0240000000003,2.55,1,2,5
CUS-00000551,Marie Tanaka,VIP,49624.85,9,0,23102.03,23102.03,0.0,2566.8922222222222,2022-01-10,2024-09-11,518,16,0.5625,17326.5225,3.25,1,4,5
CUS-00000800,Wei Patel,Platinum,43964.45,6,1,15653.890000000001,19357.800000000003,-3703.91,2608.981666666667,2022-01-03,2024-10-31,468,76,0.078947365,2471.666842105263,3.25,1,4,5
CUS-00000843,Jessica Silva,silver,6923.91,2,0,3377.65,3377.65,0.0,1688.825,2022-09-08,2023-04-01,1047,80,0.025,506.6475,2.55,1,2,5
CUS-00000941,Carlos Mueller,Gold,47929.82,6,0,22186.260000000002,22186.260000000002,0.0,3697.7100000000005,2022-07-28,2024-07-22,569,50,0.12,5324.7024,3.25,1,4,5
CUS-00000203,Susan Chen,PLATINUM,19351.42,4,1,3735.1300000000006,4219.02,-483.89000000000004,933.7825000000001,2023-05-06,2024-10-23,476,34,0.11764706,1318.2811764705884,2.90,1,3,5
CUS-00000972,Joseph Rodriguez,Gold,28449.46,5,1,8059.98,8796.86,-736.88,1611.9959999999999,2022-05-25,2024-08-01,559,46,0.10869565,2102.6034782608695,2.90,1,3,5
CUS-00000655,Carlos Kim,SILVER,4093.63,6,0,16468.110000000004,16468.110000000004,0.0,2744.685000000001,2022-11-09,2024-08-16,544,42,0.14285715,4705.174285714287,3.25,1,4,5
CUS-00000500,Susan Garcia,Platinum,2953.5,9,0,31014.019999999997,31014.019999999997,0.0,3446.002222222222,2022-03-02,2024-12-31,407,80,0.1125,4652.102999999999,3.25,1,4,5
CUS-00000913,Yuki Kim,Bronze,24897.57,7,0,15114.570000000002,15114.570000000002,0.0,2159.224285714286,2022-03-28,2024-09-14,515,53,0.13207547,3422.166792452831,3.25,1,4,5
CUS-00000307,Robert Smith,Bronze,23144.07,4,0,13342.560000000001,13342.560000000001,0.0,3335.6400000000003,2022-02-07,2023-11-29,805,83,0.04819277,1929.0448192771087,2.90,1,3,5
CUS-00000360,Carlos Brown,VIP,45774.89,3,0,10044.37,10044.37,0.0,3348.1233333333334,2022-01-25,2024-10-09,490,27,0.11111111,4464.164444444445,2.90,1,3,5
CUS-00000791,Michael Jones,Silver,20675.89,4,0,12424.949999999999,12424.949999999999,0.0,3106.2374999999997,2022-08-05,2023-05-20,998,87,0.04597701,1713.7862068965514,2.90,1,3,5
CUS-00000818,Michael Chen,VIP,7565.93,4,1,5752.319999999999,10280.21,-4527.89,1438.0799999999997,2022-05-18,2024-07-03,588,89,0.04494382,775.5937078651683,2.90,1,3,5
CUS-00000261,Elizabeth Smith,Gold,3325.89,6,0,20284.91,20284.91,0.0,3380.818333333333,2022-03-02,2024-11-23,445,63,0.0952381,3863.792380952381,3.25,1,4,5
CUS-00000971,Sarah Tanaka,VIP,29890.62,7,0,18675.7,18675.7,0.0,2667.957142857143,2022-02-24,2024-12-27,411,30,0.23333333,7470.28,3.25,1,4,5
CUS-00000835,Hans Davis,Gold,4919.99,6,0,12700.75,12700.75,0.0,2116.7916666666665,2023-05-29,2024-05-31,621,29,0.20689656,5255.482758620689,3.25,1,4,5
CUS-00000383,Linda Silva,Gold,26756.22,6,0,7822.860000000001,7822.860000000001,0.0,1303.8100000000002,2022-12-06,2024-12-19,419,76,0.078947365,1235.1884210526318,3.25,1,4,5
CUS-00000224,Priya Tanaka,VIP,29532.37,4,0,9540.82,9540.82,0.0,2385.205,2022-02-15,2023-11-25,809,45,0.08888889,2544.2186666666666,2.90,1,3,5
CUS-00000986,John Silva,Platinum,16716.75,3,0,10465.609999999999,10465.609999999999,0.0,3488.5366666666664,2022-12-28,2023-11-01,833,62,0.048387095,2025.6019354838709,2.90,1,3,5
CUS-00000103,Michael Kim,VIP,3999.96,5,0,9541.08,9541.08,0.0,1908.216,2022-02-01,2024-09-19,510,40,0.125,2862.3239999999996,2.90,1,3,5
CUS-00000400,Jennifer Chen,Gold,27488.22,2,0,406.93,406.93,0.0,203.465,2023-04-22,2023-09-23,872,40,0.05,122.079,1.95,1,2,3
CUS-00000744,Marie Tanaka,Gold,22263.95,2,0,4891.26,4891.26,0.0,2445.63,2022-02-25,2022-04-12,1401,62,0.032258064,946.6954838709678,2.55,1,2,5
CUS-00000699,Jessica Mueller,Gold,42490.62,3,0,2443.37,2443.37,0.0,814.4566666666666,2022-06-11,2024-10-14,485,53,0.056603774,553.2158490566037,2.90,1,3,5
CUS-00000171,Joseph Garcia,Gold,5002.13,1,0,484.73999999999995,484.73999999999995,0.0,484.73999999999995,2022-01-25,2022-01-25,1478,39,0.025641026,149.1507692307692,1.95,1,2,3
CUS-00000002,Susan Davis,BRONZE,14606.58,2,0,1498.8600000000001,1498.8600000000001,0.0,749.4300000000001,2023-01-11,2024-04-07,675,91,0.021978023,197.65186813186813,2.55,1,2,5
CUS-00000952,Hans Patel,Platinum,2401.8,4,0,8346.66,8346.66,0.0,2086.665,2022-03-05,2024-09-20,509,37,0.10810811,2707.024864864865,2.90,1,3,5
CUS-00000312,Robert Jones,Gold,45739.94,2,0,3649.0299999999997,3649.0299999999997,0.0,1824.5149999999999,2022-02-05,2022-04-16,1397,37,0.054054055,1183.469189189189,2.55,1,2,5
CUS-00000018,Yuki Tanaka,Silver,35699.17,7,0,9199.74,9199.74,0.0,1314.2485714285715,2022-02-14,2023-08-21,905,39,0.17948718,2830.6892307692306,3.25,1,4,5
CUS-00000863,Robert Patel,gold,19222.2,3,0,7327.7,7327.7,0.0,2442.5666666666666,2023-04-04,2024-12-17,421,38,0.078947365,2314.0105263157893,2.90,1,3,5
CUS-00000280,William Brown,Gold,27659.71,5,2,-1150.100000000001,9210.519999999999,-10360.619999999999,-230.0200000000002,2022-03-30,2023-04-03,1045,58,0.0862069,-237.95172413793125,2.00,1,3,2
CUS-00000124,Susan Patel,vip,11833.8,9,1,11221.550000000001,14217.28,-2995.73,1246.838888888889,2022-01-07,2024-08-26,534,81,0.11111111,1662.4518518518519,3.25,1,4,5
CUS-00000421,Fatima Tanaka,Gold,31987.76,4,0,10554.580000000002,10554.580000000002,0.0,2638.6450000000004,2022-03-01,2024-07-06,585,55,0.07272727,2302.817454545455,2.90,1,3,5
CUS-00000589,Carlos Patel,Gold,11044.72,4,0,6975.08,6975.08,0.0,1743.77,2022-03-02,2024-12-02,436,48,0.083333336,1743.77,2.90,1,3,5
CUS-00000472,Marie Chen,VIP,12074.85,2,0,2725.94,2725.94,0.0,1362.97,2022-03-21,2022-10-07,1223,95,0.021052632,344.32926315789473,2.55,1,2,5
CUS-00000044,Linda Jones,VIP,31017.12,9,0,19156.02,19156.02,0.0,2128.4466666666667,2022-03-02,2024-10-13,486,28,0.32142857,8209.722857142857,3.25,1,4,5
CUS-00000826,Jennifer Anderson,Silver,21499.37,6,1,12183.869999999999,13041.75,-857.88,2030.6449999999998,2022-08-24,2024-11-06,462,73,0.08219178,2002.8279452054792,3.25,1,4,5
CUS-00000101,Robert Martinez,Platinum,49255.24,5,0,11058.829999999998,11058.829999999998,0.0,2211.7659999999996,2022-05-21,2024-05-07,645,31,0.16129032,4280.837419354838,2.90,1,3,5
CUS-00000361,Carlos Dubois,VIP,47172.07,2,0,2291.01,2291.01,0.0,1145.505,2022-11-05,2024-10-31,468,78,0.025641026,352.4630769230769,2.55,1,2,5
CUS-00000888,James Anderson,Gold,1421.07,3,0,6258.04,6258.04,0.0,2086.0133333333333,2023-04-15,2024-08-04,556,92,0.032608695,816.2660869565217,2.90,1,3,5
CUS-00000318,Carlos Patel,Bronze,29028.2,4,0,20623.370000000003,20623.370000000003,0.0,5155.842500000001,2023-01-09,2023-10-25,840,66,0.060606062,3749.7036363636366,2.90,1,3,5
CUS-00000592,Jessica Martinez,VIP,13520.58,7,0,21137.72,21137.72,0.0,3019.674285714286,2022-02-05,2024-11-14,454,33,0.21212122,7686.443636363638,3.25,1,4,5
CUS-00000702,Barbara Martinez,PLATINUM,27294.6,4,0,8324.0,8324.0,0.0,2081.0,2022-04-12,2024-03-02,711,66,0.060606062,1513.4545454545455,2.90,1,3,5
CUS-00000878,Marie Anderson,Silver,20162.85,9,0,24616.210000000003,24616.210000000003,0.0,2735.134444444445,2022-04-19,2024-12-21,417,78,0.115384616,3787.1092307692306,3.25,1,4,5
CUS-00000221,Mary Johnson,Silver,11429.85,6,1,14362.48,17077.77,-2715.29,2393.7466666666664,2022-01-11,2024-05-05,647,56,0.10714286,3077.674285714286,3.25,1,4,5
CUS-00000787,Ahmed Miller,Gold,48729.79,7,0,30401.219999999998,30401.219999999998,0.0,4343.0314285714285,2022-03-16,2024-09-15,514,71,0.09859155,5138.234366197183,3.25,1,4,5
CUS-00000026,David Tanaka,Platinum,6739.62,5,0,9361.46,9361.46,0.0,1872.292,2023-05-27,2024-08-04,556,69,0.072463766,1628.08,2.90,1,3,5
CUS-00000767,Karen Johnson,Silver,18621.51,3,0,9907.4,9907.4,0.0,3302.4666666666667,2022-08-15,2024-08-03,557,62,0.048387095,1917.5612903225806,2.90,1,3,5
CUS-00000548,Carlos Jones,VIP,10932.48,6,1,7289.76,10273.7,-2983.9399999999996,1214.96,2022-06-04,2024-11-06,462,22,0.27272728,3976.2327272727275,3.25,1,4,5
CUS-00000392,Liam Chen,Platinum,27412.82,6,0,16318.95,16318.95,0.0,2719.8250000000003,2022-06-15,2024-06-19,602,40,0.15,4895.6849999999995,3.25,1,4,5
CUS-00000604,Jessica Brown,Gold,32996.92,12,2,15164.96,17964.930000000004,-2799.97,1263.7466666666667,2022-01-30,2024-10-21,478,40,0.3,4549.487999999999,3.60,1,5,5
CUS-00000571,David Davis,Silver,47680.89,6,0,13131.55,13131.55,0.0,2188.5916666666667,2022-03-08,2024-08-31,529,88,0.06818182,1790.665909090909,3.25,1,4,5
CUS-00000035,Mary Jones,SILVER,41706.2,9,1,17630.81,18521.510000000002,-890.6999999999999,1958.978888888889,2022-02-10,2024-07-24,567,28,0.32142857,7556.061428571429,3.25,1,4,5
CUS-00000722,Jessica Patel,Gold,18416.15,3,1,-1035.75,3309.8100000000004,-4345.56,-345.25,2023-04-26,2024-09-23,506,94,0.031914894,-132.22340425531914,2.00,1,3,2
CUS-00000938,Liam Anderson,Gold,37706.56,6,0,30103.22,30103.22,0.0,5017.203333333334,2022-09-07,2024-11-25,443,27,0.22222222,13379.208888888888,3.25,1,4,5
CUS-00000422,Richard Dubois,Silver,18027.39,5,0,18140.68,18140.68,0.0,3628.136,2022-03-22,2024-10-18,481,88,0.056818184,2473.729090909091,2.90,1,3,5
CUS-00000408,Joseph Miller,VIP,48510.81,6,0,16461.53,16461.53,0.0,2743.588333333333,2022-02-11,2024-06-15,606,57,0.10526316,3465.5852631578946,3.25,1,4,5
CUS-00000831,Carlos Kim,Gold,45246.84,3,0,8471.92,8471.92,0.0,2823.9733333333334,2023-05-20,2024-04-09,673,95,0.031578947,1070.1372631578947,2.90,1,3,5
CUS-00000258,James O'Brien,Gold,7657.08,6,0,25027.250000000004,25027.250000000004,0.0,4171.208333333334,2022-06-16,2024-12-05,433,54,0.11111111,5561.611111111112,3.25,1,4,5
CUS-00000061,Thomas Davis,Silver,30004.52,8,2,13797.170000000002,15572.730000000001,-1775.56,1724.6462500000002,2022-12-09,2024-02-02,740,19,0.42105263,8714.00210526316,3.25,1,4,5
CUS-00000578,Karen Kim,Gold,36989.52,3,0,5234.58,5234.58,0.0,1744.86,2022-04-29,2023-09-10,885,66,0.045454547,951.7418181818182,2.90,1,3,5
CUS-00000442,Jessica Brown,Platinum,47098.59,5,0,5492.889999999999,5492.889999999999,0.0,1098.578,2022-06-04,2024-06-22,599,32,0.15625,2059.83375,2.90,1,3,5
CUS-00000130,Emma Rodriguez,Gold,5748.14,8,0,13031.02,13031.02,0.0,1628.8775,2022-07-23,2024-11-09,459,30,0.26666668,5212.408,3.25,1,4,5
CUS-00000352,James Anderson,BRONZE,36500.29,4,0,12215.76,12215.76,0.0,3053.94,2022-03-25,2024-07-24,567,20,0.2,7329.456,2.90,1,3,5
CUS-00000693,Patricia Rodriguez,Bronze,45747.12,3,0,3471.75,3471.75,0.0,1157.25,2022-01-25,2024-09-26,503,90,0.033333335,462.90000000000003,2.90,1,3,5
CUS-00000963,Joseph Kim,silver,18698.4,3,1,-4319.560000000001,2645.1299999999997,-6964.6900000000005,-1439.8533333333337,2022-12-19,2024-04-08,674,49,0.06122449,-1057.8514285714289,2.00,1,3,2
CUS-00000411,Ahmed Davis,Platinum,6170.16,7,1,19675.389999999996,19878.769999999997,-203.38,2810.7699999999995,2022-12-15,2023-12-19,785,60,0.11666667,3935.077999999999,3.25,1,4,5
CUS-00000666,Hans Patel,BRONZE,46185.4,6,0,19872.93,19872.93,0.0,3312.155,2022-01-26,2023-09-13,882,67,0.08955224,3559.330746268657,3.25,1,4,5
CUS-00000689,Hans Davis,Silver,24721.8,7,0,31732.480000000003,31732.480000000003,0.0,4533.211428571429,2022-02-23,2023-11-25,809,56,0.125,6799.817142857143,3.25,1,4,5
CUS-00000444,Thomas O'Brien,Bronze,33909.4,8,0,18224.63,18224.63,0.0,2278.07875,2022-01-20,2024-08-08,552,91,0.08791209,2403.2479120879125,3.25,1,4,5
CUS-00000890,Fatima Rodriguez,Platinum,46593.65,6,0,21075.019999999997,21075.019999999997,0.0,3512.5033333333326,2022-01-16,2024-04-06,676,66,0.09090909,3831.8218181818174,3.25,1,4,5
CUS-00000966,Christopher Wang,Platinum,35674.94,4,0,8279.45,8279.45,0.0,2069.8625,2022-01-15,2024-10-21,478,94,0.04255319,1056.9510638297872,2.90,1,3,5
CUS-00000179,David Smith,Silver,30051.88,6,2,-319.67000000000087,6743.6799999999985,-7063.35,-53.27833333333348,2022-02-23,2023-11-26,808,36,0.16666667,-106.55666666666696,2.35,1,4,2
CUS-00000960,James Miller,Gold,1033.03,5,0,16852.05,16852.05,0.0,3370.41,2022-01-25,2024-05-05,647,42,0.11904762,4814.871428571429,2.90,1,3,5
CUS-00000229,Emma Silva,Gold,3633.79,2,0,571.32,571.32,0.0,285.66,2023-12-10,2024-02-04,738,42,0.04761905,163.2342857142857,2.25,1,2,4
CUS-00000216,Susan Tanaka,Platinum,44560.61,3,0,11827.81,11827.81,0.0,3942.603333333333,2022-06-05,2023-06-01,986,69,0.04347826,2057.0104347826086,2.90,1,3,5
CUS-00000611,Robert Smith,VIP,8453.5,8,0,20784.220000000005,20784.220000000005,0.0,2598.0275000000006,2022-03-04,2024-07-05,586,26,0.30769232,9592.716923076925,3.25,1,4,5
CUS-00000102,Carlos Kim,Platinum,32022.19,5,0,18839.78,18839.78,0.0,3767.9559999999997,2022-02-22,2024-11-23,445,32,0.15625,7064.9175,2.90,1,3,5
CUS-00000996,Patricia Silva,Gold,25105.54,5,0,12829.349999999999,12829.349999999999,0.0,2565.87,2022-04-24,2024-01-10,763,28,0.17857143,5498.2928571428565,2.90,1,3,5
CUS-00000562,Patricia Jones,VIP,20137.58,6,0,17920.33,17920.33,0.0,2986.721666666667,2022-01-03,2024-02-01,741,68,0.0882353,3162.4111764705885,3.25,1,4,5
CUS-00000537,Michael O'Brien,VIP,19422.25,6,0,15371.52,15371.52,0.0,2561.92,2023-08-31,2024-10-27,472,55,0.10909091,3353.786181818182,3.25,1,4,5
CUS-00000984,William Mueller,GOLD,13160.67,3,0,7597.070000000001,7597.070000000001,0.0,2532.356666666667,2022-02-04,2023-08-24,902,56,0.05357143,1627.9435714285717,2.90,1,3,5
CUS-00000478,Sarah Tanaka,Bronze,0.0,3,0,1729.28,1729.28,0.0,576.4266666666666,2023-08-22,2023-08-29,897,82,0.036585364,253.06536585365853,2.90,1,3,5
CUS-00000536,Yuki Miller,PLATINUM,21097.33,2,0,2195.17,2195.17,0.0,1097.585,2023-02-17,2023-09-08,887,48,0.041666668,548.7925,2.55,1,2,5
CUS-00000823,Ahmed Wang,VIP,40372.24,6,0,25260.61,25260.61,0.0,4210.1016666666665,2022-02-05,2024-03-06,707,18,0.33333334,16840.406666666666,3.25,1,4,5
CUS-00000825,Elizabeth Patel,Silver,44849.41,6,0,10945.65,10945.65,0.0,1824.2749999999999,2022-06-10,2024-02-05,737,90,0.06666667,1459.4199999999998,3.25,1,4,5
CUS-00000927,Priya Dubois,Silver,21047.43,1,0,1914.07,1914.07,0.0,1914.07,2023-03-31,2023-03-31,1048,91,0.010989011,252.40483516483516,2.55,1,2,5
CUS-00000105,David Silva,Platinum,5801.42,7,1,12779.919999999998,14112.169999999998,-1332.25,1825.7028571428568,2022-01-06,2023-10-16,849,21,0.33333334,7302.811428571428,3.25,1,4,5
CUS-00000414,Priya Rodriguez,Bronze,49082.99,4,0,9965.6,9965.6,0.0,2491.4,2022-05-29,2023-09-10,885,83,0.04819277,1440.809638554217,2.90,1,3,5
CUS-00000434,Mary Dubois,Gold,43117.44,8,0,13511.4,13511.4,0.0,1688.925,2022-03-04,2024-09-18,511,62,0.12903225,2615.1096774193547,3.25,1,4,5
CUS-00000760,Wei Kim,VIP,30319.76,8,2,10952.320000000002,12755.61,-1803.29,1369.0400000000002,2022-01-22,2023-10-20,845,58,0.13793103,2265.9972413793107,3.25,1,4,5
CUS-00000287,Carlos Williams,PLATINUM,10850.93,7,0,17753.56,17753.56,0.0,2536.2228571428573,2022-03-31,2024-08-06,554,27,0.25925925,7890.471111111112,3.25,1,4,5
CUS-00000449,David Patel,SILVER,2075.84,5,0,15739.580000000002,15739.580000000002,0.0,3147.916,2022-03-06,2024-12-23,415,70,0.071428575,2698.2137142857146,2.90,1,3,5
CUS-00000106,Priya Martinez,Platinum,31418.82,5,1,14150.529999999999,14291.75,-141.22,2830.1059999999998,2022-04-01,2023-12-23,781,17,0.29411766,9988.609411764704,2.90,1,3,5
CUS-00000007,Richard Patel,Silver,8237.17,6,0,7432.4400000000005,7432.4400000000005,0.0,1238.74,2022-11-04,2024-12-31,407,42,0.14285715,2123.554285714286,3.25,1,4,5
CUS-00000746,Karen Smith,VIP,36878.58,7,0,11638.019999999999,11638.019999999999,0.0,1662.5742857142855,2022-05-14,2024-10-08,491,69,0.10144927,2024.0034782608693,3.25,1,4,5
CUS-00000469,Jennifer Mueller,Bronze,29678.88,2,1,5293.32,6707.07,-1413.75,2646.66,2022-10-05,2022-12-21,1148,88,0.022727273,721.8163636363636,2.55,1,2,5
CUS-00000068,Robert Miller,SILVER,43387.11,6,1,22847.21,25206.659999999996,-2359.4500000000003,3807.8683333333333,2022-05-09,2024-10-28,471,58,0.10344828,4727.008965517241,3.25,1,4,5
CUS-00000600,Mary Silva,bronze,31778.84,8,0,14538.779999999999,14538.779999999999,0.0,1817.3474999999999,2022-04-20,2024-08-11,549,40,0.2,4361.634,3.25,1,4,5
CUS-00000546,William Dubois,bronze,29016.35,4,0,6828.67,6828.67,0.0,1707.1675,2022-10-20,2024-05-04,648,92,0.04347826,890.6960869565216,2.90,1,3,5
CUS-00000073,Liam Kim,Gold,21523.33,4,0,5441.9400000000005,5441.9400000000005,0.0,1360.4850000000001,2022-05-08,2023-12-16,788,95,0.042105265,687.4029473684211,2.90,1,3,5
CUS-00000333,Christopher Anderson,Bronze,5548.26,7,0,22349.49,22349.49,0.0,3192.784285714286,2022-01-14,2024-06-30,591,68,0.10294118,3944.0276470588237,3.25,1,4,5
CUS-00000305,Liam Wang,Platinum,18570.49,10,1,18595.239999999998,22691.45,-4096.21,1859.524,2022-02-24,2024-06-18,603,73,0.1369863,3056.7517808219172,3.25,1,4,5
CUS-00000237,Fatima Kim,Silver,14012.73,7,0,19629.449999999997,19629.449999999997,0.0,2804.2071428571426,2022-01-09,2024-11-25,443,14,0.5,16825.242857142854,3.25,1,4,5
CUS-00000475,Jessica Mueller,VIP,25089.5,5,0,10026.14,10026.14,0.0,2005.2279999999998,2022-04-06,2024-10-30,469,82,0.06097561,1467.24,2.90,1,3,5
CUS-00000454,Wei Jones,Gold,18960.63,4,0,2787.47,2787.47,0.0,696.8675,2022-04-30,2024-06-29,592,25,0.16,1337.9856,2.90,1,3,5
CUS-00000468,Joseph Chen,Gold,40550.6,7,0,17789.11,17789.11,0.0,2541.3014285714285,2022-01-21,2023-08-25,901,51,0.13725491,4185.672941176471,3.25,1,4,5
CUS-00000498,Susan Tanaka,VIP,17714.41,4,0,7312.27,7312.27,0.0,1828.0675,2022-07-20,2024-12-07,431,82,0.048780486,1070.088292682927,2.90,1,3,5
CUS-00000063,Linda Chen,VIP,4560.28,2,0,3395.56,3395.56,0.0,1697.78,2022-06-30,2024-10-20,479,46,0.04347826,885.7982608695652,2.55,1,2,5
CUS-00000602,Mary Johnson,BRONZE,28998.5,6,0,30358.81,30358.81,0.0,5059.801666666667,2022-01-05,2024-11-20,448,47,0.12765957,7751.1855319148935,3.25,1,4,5
CUS-00000520,Thomas Kim,Silver,27665.21,7,0,28303.700000000004,28303.700000000004,0.0,4043.385714285715,2023-02-08,2024-11-14,454,80,0.0875,4245.555,3.25,1,4,5
CUS-00000167,Emma O'Brien,VIP,420.81,3,0,17819.440000000002,17819.440000000002,0.0,5939.813333333334,2023-03-12,2024-08-12,548,83,0.036144577,2576.3045783132534,2.90,1,3,5
CUS-00000118,Sarah Miller,VIP,90.98,4,0,15325.76,15325.76,0.0,3831.44,2022-03-28,2024-12-09,429,39,0.102564104,4715.618461538461,2.90,1,3,5
CUS-00000273,Joseph Brown,Platinum,14878.0,3,0,16267.14,16267.14,0.0,5422.38,2023-08-26,2024-11-14,454,31,0.09677419,6296.957419354839,2.90,1,3,5
CUS-00000912,Richard Chen,Silver,16083.68,9,0,26147.48,26147.48,0.0,2905.2755555555555,2022-01-23,2024-11-08,460,54,0.16666667,5810.551111111111,3.25,1,4,5
CUS-00000788,Christopher Miller,Platinum,22058.39,3,0,5977.339999999999,5977.339999999999,0.0,1992.4466666666665,2023-06-28,2024-12-13,425,88,0.03409091,815.0918181818181,2.90,1,3,5
CUS-00000482,Priya Martinez,Bronze,2326.28,4,1,-3213.0299999999997,4586.45,-7799.48,-803.2574999999999,2022-02-14,2024-06-24,597,52,0.07692308,-741.4684615384615,2.00,1,3,2
CUS-00000975,Sarah Kim,VIP,22021.78,5,0,13666.119999999999,13666.119999999999,0.0,2733.2239999999997,2022-07-29,2024-02-04,738,86,0.058139537,1906.900465116279,2.90,1,3,5
CUS-00000969,Patricia Wang,VIP,6335.3,5,1,7673.41,11183.97,-3510.56,1534.682,2022-04-26,2024-11-02,466,58,0.0862069,1587.602068965517,2.90,1,3,5
CUS-00000330,Ahmed Chen,gold,35999.16,2,1,4131.59,4758.81,-627.22,2065.795,2022-11-07,2023-11-23,811,42,0.04761905,1180.4542857142858,2.55,1,2,5
CUS-00000114,Mary Jones,Bronze,25742.88,5,2,2528.82,6303.950000000001,-3775.13,505.764,2022-07-20,2024-07-22,569,47,0.10638298,645.656170212766,2.90,1,3,5
CUS-00000728,Mary Patel,Platinum,38802.14,7,0,26079.12,26079.12,0.0,3725.5885714285714,2022-01-28,2024-08-01,559,66,0.10606061,4741.658181818182,3.25,1,4,5
CUS-00000239,Wei Smith,VIP,73.5,4,0,13161.36,13161.36,0.0,3290.34,2022-03-02,2023-12-23,781,19,0.21052632,8312.437894736842,2.90,1,3,5
CUS-00000563,David Jones,VIP,9450.89,3,0,3479.79,3479.79,0.0,1159.93,2022-05-07,2024-09-29,500,92,0.032608695,453.885652173913,2.90,1,3,5
CUS-00000051,Elizabeth Silva,GOLD,41170.75,7,0,24350.43,24350.43,0.0,3478.632857142857,2022-01-31,2024-07-25,566,17,0.4117647,17188.538823529412,3.25,1,4,5
CUS-00000009,Michael Johnson,Bronze,27701.57,6,0,21048.65,21048.65,0.0,3508.1083333333336,2022-02-14,2024-12-09,429,22,0.27272728,11481.08181818182,3.25,1,4,5
CUS-00000115,Ahmed Garcia,Gold,19503.7,5,0,15349.36,15349.36,0.0,3069.8720000000003,2022-03-22,2024-12-14,424,26,0.1923077,7084.32,2.90,1,3,5
CUS-00000485,Emma Rodriguez,Platinum,6679.5,4,0,16105.99,16105.99,0.0,4026.4975,2022-01-08,2024-01-05,768,78,0.051282052,2477.8446153846153,2.90,1,3,5
CUS-00000227,Jessica Tanaka,vip,20052.81,3,0,7156.01,7156.01,0.0,2385.3366666666666,2022-07-18,2024-08-14,546,64,0.046875,1341.751875,2.90,1,3,5
CUS-00000295,Marie Kim,Bronze,44405.57,3,0,6142.709999999999,6142.709999999999,0.0,2047.5699999999997,2022-04-02,2023-10-31,834,86,0.034883723,857.1223255813952,2.90,1,3,5
CUS-00000022,Yuki Johnson,silver,13427.14,4,0,5732.289999999999,5732.289999999999,0.0,1433.0724999999998,2022-01-12,2024-03-19,694,73,0.05479452,942.2942465753422,2.90,1,3,5
CUS-00000193,Hans Patel,Gold,11295.2,7,1,5162.199999999997,13734.329999999996,-8572.13,737.4571428571425,2022-02-16,2024-11-25,443,16,0.4375,3871.649999999998,3.25,1,4,5
CUS-00000641,Michael Dubois,Silver,6875.26,3,0,6044.81,6044.81,0.0,2014.9366666666667,2022-09-29,2024-05-08,644,96,0.03125,755.60125,2.90,1,3,5
CUS-00000891,Liam Garcia,VIP,34992.61,2,0,6609.610000000001,6609.610000000001,0.0,3304.8050000000003,2023-07-12,2024-04-30,652,23,0.08695652,3448.492173913044,2.55,1,2,5
CUS-00000139,Michael Patel,Silver,3466.71,2,0,3977.12,3977.12,0.0,1988.56,2023-03-04,2024-04-17,665,21,0.0952381,2272.64,2.55,1,2,5
CUS-00000166,Susan Rodriguez,Gold,9593.04,3,0,13985.41,13985.41,0.0,4661.803333333333,2023-10-10,2024-11-05,463,57,0.05263158,2944.2968421052633,2.90,1,3,5
